tconst,title,year,revenue,spotify_album_id,spotify_album_name,spotify_album_year,match_score,album_popularity,avg_track_popularity,sum_track_popularity,n_tracks,album_length_ms,album_length_min,album_artists
tt11564570,Glass Onion: A Knives Out Mystery,2022,13280000.0,5nuS5QjHS8xqhmRZvVNUus,Glass Onion: A Knives Out Mystery (Original Motion Picture Soundtrack),2022,127.0,28,13.74074074074074,371,27,3607527,60.12545,{'Nathan Johnson'}
tt0443543,The Illusionist,2006,87892388.0,1EVv1anJUyA6zlIHAdlmtN,The Illusionist,2006,150.0,27,13.476190476190476,283,21,3082219,51.37031666666667,{'Philip Glass'}
tt8097030,Turning Red,2022,18879922.0,6z1EZ0KfoiVW0bXIbOWAu3,Turning Red (Original Motion Picture Soundtrack),2022,127.0,58,27.25,872,32,4633541,77.22568333333334,"{'Ludwig Göransson', ""Finneas O'Connell"", '4*TOWN (From Disney and Pixar’s Turning Red)'}"
tt4276820,The Founder,2016,24121245.0,1i41U8oFoXjuA4PzfSIl5c,The Founder (Original Motion Picture Soundtrack),2017,127.0,16,5.125,164,32,3860150,64.33583333333333,"{'The Dixieaires', 'Orrin Tucker and His Orchestra', 'Doris Day', 'Penguin Cafe Orchestra', 'The Ramblers', 'Bob Gaddy And His Alley Cats', 'Michael Keaton', 'Carter Burwell'}"
tt0119488,L.A. Confidential,1997,126216940.0,2agAQF2mbwXbuEjWPesKQB,L.A. Confidential (Original Motion Picture Score / Deluxe Edition),1997,127.0,9,1.564102564102564,61,39,4537986,75.6331,{'Jerry Goldsmith'}
tt5104604,Isle of Dogs,2018,64337744.0,2sRgBoyJw5DaxNjQHzZwiP,Isle Of Dogs (Original Soundtrack),2018,112.71428571428572,27,14.090909090909092,310,22,2620062,43.6677,"{'Teruko Akatsuki', 'Toho Symphony Orchestra', 'David Mansfield', 'Sauter-Finegan Orchestra', 'Alexandre Desplat', 'The West Coast Pop Art Experimental Band', 'Kaoru Watanabe'}"
tt0822854,Shooter,2007,95696996.0,14rloBUAVlV0FN0cD5lNpI,Shooter (Music from the Motion Picture),2007,127.0,6,2.1875,35,16,3529115,58.818583333333336,"{'Mark Mancina', 'Otis Taylor'}"
tt9362722,Spider-Man: Across the Spider-Verse,2023,683241751.0,6nlUFeFAPjaDTA7A0VVwnO,Spider-Man: Across the Spider-Verse (Original Score),2023,127.0,54,37.88235294117647,1288,34,6441494,107.35823333333333,{'Daniel Pemberton'}
tt0120201,Starship Troopers,1997,121214377.0,579Zr7r7OOs860FgyWQKlA,Starship Troopers (Original Motion Picture Soundtrack),1997,127.0,28,19.272727272727277,212,11,2184730,36.412166666666664,"{'Zoë Poledouris', 'Basil Poledouris'}"
tt0120812,Rush Hour,1998,244721064.0,1jCQeuzYcoy4ZlWqH063Ff,Rush Hour (Original Motion Picture Soundtrack),1998,127.0,11,1.92,48,25,4431552,73.8592,"{'Tray Dee', 'Charli Baltimore', 'Terror Squad', 'Too $hort', 'Imajin', 'Terry Dexter', 'Slick Rick', 'Jon B.', 'Montell Jordan', 'Case', 'Grenique', 'Jackiechan', 'Lalo Schifrin', 'Wu-Tang Clan', 'Kasino', 'Ja Rule', 'Dru Hill', 'Chief', 'Chris Tucker', 'JAY-Z'}"
tt0398808,Bridge to Terabithia,2007,137587063.0,3Zpi3n8s5CQBuOtXpB33V5,Bridge to Terabithia,2007,112.0,24,10.307692307692308,134,13,2853821,47.56368333333333,"{'Jeremy Camp', 'Aaron Zigman', 'Miley Cyrus', 'Everlife', 'AnnaSophia Robb', 'Jon McLaughlin', 'Tyler James', 'The Skies Of America', 'Hayden Panettiere', 'Bethany Dillon'}"
tt7984734,The Lighthouse,2019,18129854.0,2BhIDZrVtzZ5v9xY6KblYJ,The Lighthouse (Original Motion Picture Soundtrack),2019,127.0,27,17.615384615384617,229,13,2187396,36.4566,{'Mark Korven'}
tt0822832,Marley & Me,2008,255743093.0,4mQvB7fn6YdSJI2PpIrOTF,Marley & Me (Original Motion Picture Soundtrack),2008,127.0,25,10.708333333333334,257,24,2396963,39.94938333333333,{'Theodore Shapiro'}
tt2066051,Rocketman,2019,167323950.0,16iIPsnAjGZea8TeOCzeN8,Rocketman (Music From The Motion Picture),2019,127.0,53,39.27272727272727,864,22,4371688,72.86146666666667,"{'Taron Egerton', 'Kit Connor', 'Elton John'}"
tt0399295,Lord of War,2005,72617068.0,4bSmrg6MrlCobDHJ0lwnsk,Lord of War (Original Motion Picture Soundtrack),2005,127.0,25,14.933333333333334,224,15,2313394,38.55656666666667,{'Antonio Pinto'}
tt5727208,Uncut Gems,2019,50020902.0,5VtraJMECaqnl4szWLLCTK,Uncut Gems - Original Motion Picture Soundtrack,2019,127.0,29,19.176470588235293,326,17,3125207,52.08678333333334,{'Daniel Lopatin'}
tt0486655,Stardust,2007,137515140.0,1NF8tCRVwrkWkGjLXO8nsa,Stardust - Music From The Motion Picture,2007,150.0,38,24.285714285714285,510,21,3233475,53.89125,{'Ilan Eshkeri'}
tt0166813,Spirit: Stallion of the Cimarron,2002,122563539.0,3pDG0vQ5LfL2BQZJJtkbg8,Spirit: Stallion Of The Cimarron (Music From The Original Motion Picture),2002,114.71929824561404,60,50.73333333333333,761,15,3597782,59.963033333333335,"{'Bryan Adams', 'Hans Zimmer'}"
tt0120669,Fear and Loathing in Las Vegas,1998,10680275.0,599Zr7G57f4jZHDtUkuiF1,Fear and Loathing in Las Vegas,2004,100.0,0,0.0,0,12,2481476,41.357933333333335,{'Darkvoice'}
tt0117500,The Rock,1996,335062621.0,5MMObrmA1WP6Cq2eEvgNHt,The Rock,1996,150.0,35,29.0,232,8,3617357,60.28928333333333,"{'Harry Gregson-Williams', 'Hans Zimmer', 'Nick Glennie-Smith'}"
tt12412888,Sonic the Hedgehog 2,2022,405421518.0,3RMiAub6HpdBl3f7vDN41J,Sonic the Hedgehog 2 (Music from the Motion Picture),2022,127.0,30,19.227272727272727,423,22,3450942,57.5157,{'Junkie XL'}
tt0203009,Moulin Rouge!,2001,179213434.0,5cbAqQZSEgRiiNjuEHWTXc,Moulin Rouge,2001,108.0,59,40.625,650,16,3663341,61.055683333333334,"{'Fatboy Slim', 'John Leguizamo', 'Christina Aguilera', 'Beck', 'Bono', 'José Feliciano', 'Ewan McGregor', 'Rufus Wainwright', 'Valeria', 'Nicole Kidman', 'David Bowie'}"
tt0396171,Perfume: The Story of a Murderer,2006,135039924.0,6APVpaYJhhRhUPQQe8eRDb,Perfume - The Story of a Murderer (Original Motion Picture Soundtrack),2006,110.63636363636364,31,19.157894736842103,364,19,4509353,75.15588333333334,{'Johnny Klimek'}
tt1291584,Warrior,2011,23308615.0,7EuezloPAaYgD6o1X0AVpU,Warrior (Original Motion Picture Soundtrack),2011,150.0,20,12.0,144,12,3258116,54.30193333333333,"{'The National', 'Mark Isham'}"
tt0265666,The Royal Tenenbaums,2001,71441250.0,3MifYPUwhtW9xALklfPBgZ,The Royal Tenenbaums (Original Soundtrack),2022,115.0,22,6.6,132,20,3540551,59.00918333333333,"{'The Clash', 'Nico', 'Nick Drake', 'Ramones', 'Vince Guaraldi Trio', 'Mark Mothersbaugh', 'Bob Dylan', 'Elliott Smith', 'Emitt Rhodes', 'Quatuor Ysaÿe', 'The Mutato Muzika Orchestra', 'The Velvet Underground'}"
tt1872194,The Judge,2014,83719388.0,0Is3ppMOgWNZtV4NZNQWyA,The Judge (Original Motion Picture Soundtrack),2014,150.0,25,12.296296296296296,332,27,2855832,47.5972,{'Thomas Newman'}
tt7144666,The Black Phone,2022,161440742.0,514atizD0gZN40g6u1ieoq,The Black Phone (Original Motion Picture Soundtrack),2022,127.0,18,7.4375,119,16,2984393,49.73988333333333,{'Mark Korven'}
tt0112471,Before Sunrise,1995,5987386.0,0emsLICx0Rn1A9j3G8asHl,Before Sunset and Before Sunrise (Original Motion Picture Soundtrack),2005,150.0,0,0.0,0,11,2076182,34.603033333333336,"{'Igor Kipnis', 'Harald Waiglein', 'The Loud', 'Julie Delpy', 'Kathy McCarty', 'The Scholars Baroque Ensemble', 'Kath Bloom', 'Lou Christie', 'Ketil Haugsand'}"
tt9764362,The Menu,2022,79628200.0,1rNzQmIHjZCVQEfdOxEItQ,The Menu (Original Motion Picture Soundtrack),2022,150.0,25,16.428571428571427,230,14,2553889,42.564816666666665,{'Colin Stetson'}
tt2582782,Hell or High Water,2016,37589296.0,29NPGBZRMxAaDe2PoSn5n0,Hell Or High Water (Original Soundtrack Album),2016,117.9090909090909,23,10.733333333333333,161,15,2614368,43.5728,"{'Chris Stapleton', 'Nick Cave', 'Townes Van Zandt', 'Colter Wall', 'Scott H. Biram', 'Ray Wylie Hubbard', 'Waylon Jennings'}"
tt0816442,The Book Thief,2013,76586316.0,3Q08y3UGU6lqRpksL66EHO,The Book Thief (Original Motion Picture Soundtrack),2013,127.0,30,16.40909090909091,361,22,3131404,52.19006666666667,{'John Williams'}
tt3774114,Snowden,2016,37357216.0,4ScaAOcH58gkrW329qN3dX,Snowden (Original Motion Picture Soundtrack),2016,127.0,17,9.5,133,14,2553528,42.5588,"{'Adam Peters', 'Craig Armstrong'}"
tt0111503,True Lies,1994,378882411.0,6CD3h0hVkFOiRhtma2AffC,True Lies - Music From The Motion Picture,1994,150.0,6,2.0,34,17,4208888,70.14813333333333,"{'Living Colour', 'John Hiatt', 'Screaming Trees', 'Mother Tongue', 'Shirley Walker'}"
tt2222042,Love and Monsters,2020,1122066.0,0QZgT3DknuZvItpAWfjQgb,Love and Monsters (Music from the Motion Picture),2020,150.0,18,3.5,84,24,2803025,46.717083333333335,{'Marco Beltrami'}
tt0118884,Contact,1997,171120329.0,45xaa9SptbRpIrAd8KE5Ti,Contact Soundtrack,1997,127.0,29,19.615384615384617,255,13,2668902,44.4817,{'Alan Silvestri'}
tt1355630,If I Stay,2014,78274843.0,0mefrJRDTY0Q1eVZVqAAYU,If I Stay (Original Motion Picture Soundtrack) [Deluxe Version],2014,127.0,48,18.38888888888889,331,18,4383074,73.05123333333333,"{'Ben Howard', 'Alisa Weilerstein', 'Willamette Stone', 'If I Stay Studio Musicians', 'Ane Brun', 'Beck', 'Tom Odell', 'Lucius', 'Tanlines', 'Odessa', 'Sonic Youth', 'The Orwells'}"
tt0964517,The Fighter,2010,93617009.0,6982wlKgzfpT6WeVWEyzW1,The Fighter (Original Motion Picture Soundtrack),2010,127.0,2,0.2666666666666666,4,15,1585488,26.4248,{'Michael Brook'}
tt0335345,The Passion of the Christ,2004,611899420.0,1ecQkJKhyhXpT6ZYOAYIn1,The Passion Of The Christ - Original Motion Picture Soundtrack,2003,110.72093023255816,41,31.0,465,15,3249115,54.151916666666665,"{'John Debney', 'Jack Lenz'}"
